50,49.8786,50.0378,48.19,48.6581,48.4739,48.6568,47.8755,48.1853,49.2266,49.2612,50.4431,49.9166,48.8939,49.5644,48.9693,50.4492,49.6378,47.1221,46.3081,45.8313,46.7885,46.2233,45.8003,46.1343,46.0454,48.0105,47.6782,47.428,45.2687,44.3322,44.2998,45.6111,46.8694,47.7602,47.5517,49.0169,49.235,50.2531,50.7199,51.1905,51.8772,51.7702,50.0504,51.8537,51.243,51.7502,51.1732,51.883,51.8014,51.982,52.6568,54.3021,55.6006,56.8275,54.5259,55.8312,54.2347,54.4098,53.2231,51.4245,52.6065,50.8023,49.3242,47.7833,49.224,48.532,49.289,49.2024,50.1955,50.5486,49.525,49.474,47.4367,47.8296,48.0862,48.5479,48.8394,51.7124,52.02,48.7119,50.5506,48.4578,49.5049,49.8369,49.8606,50.2892,49.227,50.6483,50.2683,51.2245,50.8831,51.0369,51.4583,50.8979,50.2773,51.1895,50.5219,50.7535,52.1565
50,49.6451,49.0657,50.422,50.467,51.8282,51.7595,51.5699,49.933,50.2392,51.0533,50.7559,51.1405,50.8882,49.1077,49.0743,47.5901,47.5626,47.9542,48.102,49.6106,49.2504,49.3502,48.7383,47.1234,46.2984,45.9663,45.4491,45.3533,43.2226,44.1174,43.2738,43.6979,44.7467,43.3827,42.5851,42.1596,43.0755,44.4119,43.4685,43.1468,41.5552,42.3129,42.3132,42.5722,42.2268,42.0096,42.8555,42.6825,43.2844,43.4247,42.4687,42.3442,42.3319,43.6354,43.5468,43.5953,43.296,44.1691,44.0589,43.5656,43.2105,44.459,44.3675,43.7646,44.0038,45.6231,46.6962,47.9565,47.1657,48.1474,49.2954,49.2391,49.176,49.139,48.6046,49.067,48.5971,49.5449,49.0721,50.8864,49.961,50.232,49.9178,50.8261,50.0508,49.8272,49.466,48.5842,47.3595,47.883,46.6024,45.4609,45.123,44.8617,43.8107,42.6009,43.4356,42.9672,43.3633
50,51.1571,50.4352,49.7526,49.3858,49.9722,49.5563,49.5816,49.4943,48.7111,48.5071,47.6776,48.9776,48.27,48.3171,47.6618,49.3592,47.9235,47.3799,47.3044,47.5107,46.9793,49.2189,47.014,49.7036,48.5583,47.8339,47.9182,50.403,49.5938,50.3761,49.243,48.1078,48.7293,48.8001,49.7817,48.5777,49.2037,48.3207,48.2267,48.9119,48.0094,48.3975,47.3394,44.9144,43.4663,43.521,44.8362,45.5887,44.4857,44.144,43.7811,44.4179,45.1265,45.349,44.1592,44.2369,45.2139,44.8136,45.6309,45.1247,43.9754,43.9722,43.7382,44.0646,42.9824,43.4273,44.2687,44.0532,44.4609,44.5359,44.7967,43.9194,45.748,47.3033,46.9838,46.3249,47.0981,46.2966,46.7469,46.3501,46.0445,46.733,47.553,48.6902,48.0398,50.1197,53.5021,53.2723,52.4472,51.2113,50.7025,50.0786,50.7602,52.3588,53.0944,53.5156,51.8484,51.7381,51.9967
50,50.1741,50.2748,51.243,51.9144,51.2302,52.0401,51.8211,52.7775,52.3321,51.0201,52.2444,52.3856,51.8121,53.4636,53.4391,52.9762,50.0914,49.5999,50.9679,51.1951,50.5764,52.8547,53.3917,52.1394,51.0952,51.251,53.1037,51.882,51.1043,52.2732,53.1601,53.4341,52.883,52.5012,54.4832,54.7216,52.883,52.8571,51.7223,50.7665,51.7266,49.14,48.4197,47.8943,48.0573,48.0608,48.9693,48.339,49.319,47.86,47.6155,47.6955,46.2208,47.0493,45.872,45.8877,45.7936,45.7686,46.212,45.5994,44.7074,44.1838,44.861,44.5447,42.2844,41.0586,41.2505,42.0882,41.3007,41.5424,42.8904,42.4042,43.3268,44.1617,44.3843,45.3304,46.9613,46.6792,46.0148,46.4258,48.3611,48.5599,48.2211,46.9072,46.636,45.6481,44.4866,45.3516,45.0269,45.4748,46.098,46.6777,46.0358,45.5549,44.5503,44.9162,45.4077,44.9512,43.1836
50,49.6717,49.4302,49.2056,46.6712,47.8775,47.233,47.5207,47.8013,47.6872,47.2451,46.9102,47.0204,48.3997,49.108,49.2682,49.6705,49.5012,49.8725,49.1749,48.8505,49.3478,49.0305,50.3743,50.6483,51.3744,51.406,51.8866,50.9552,51.2333,51.3307,51.3294,52.8893,52.8163,53.92,54.236,55.0585,55.3007,54.3283,53.1673,54.5118,51.7688,50.6725,50.9227,52.1767,51.1778,51.6015,51.5685,51.1354,50.2973,50.3843,51.2637,52.0187,51.2258,50.6315,48.4154,46.6456,47.1607,46.2593,45.8121,44.9631,44.611,44.112,43.3979,43.0056,42.646,42.5938,43.8531,43.6201,43.2287,43.0222,42.3943,42.9579,44.1102,44.4645,44.4101,46.7495,47.0373,45.8429,45.2152,46.0072,47.9767,49.1452,49.0665,48.6241,50.2679,48.5859,47.6625,47.9597,45.208,44.4126,44.4732,44.6218,43.9778,45.5409,46.2399,45.2722,45.3772,45.3891,46.5185
50,50.7858,50.4955,51.6034,50.015,48.832,48.1587,49.6813,49.213,49.4219,48.3432,47.9371,46.9211,46.6384,46.588,46.2753,46.1932,45.3724,46.1639,46.1236,46.9941,47.8124,49.0375,49.8781,49.2537,49.1642,50.1577,49.5994,50.5631,50.3619,49.9077,50.126,49.5632,49.3513,48.8534,50.0553,49.8144,49.7112,51.5566,51.5259,52.4108,52.2311,51.6078,51.4483,52.5082,52.1248,51.0126,50.7941,51.5789,49.1914,49.105,48.8278,49.1564,48.9067,47.104,46.403,45.6714,44.6289,45.5301,43.8666,43.2687,44.2147,43.8023,42.8011,44.0107,44.8395,45.0344,45.6653,47.1407,47.7838,47.3141,47.4907,45.755,45.4827,46.0863,46.1776,46.2102,45.204,45.4081,45.7945,46.5123,46.7739,45.644,46.8323,47.671,46.5012,48.3077,47.4107,48.4417,47.8944,49.1643,50.1262,50.0248,50.2537,51.7196,50.0783,51.6276,51.6253,52.6028,52.3722
50,49.3411,49.9819,50.5256,51.8999,51.9126,49.4249,49.537,49.4632,47.8426,47.8865,48.6133,47.7677,49.6028,49.0992,49.3859,50.0379,50.5848,50.1614,49.9152,51.1213,50.4871,50.7902,50.2087,50.5288,49.8614,50.5549,49.8131,49.6673,49.7086,50.1463,48.4517,49.1643,50.2533,49.9243,48.6911,48.2817,47.8951,48.3692,47.472,46.5224,46.7329,47.4074,46.5357,45.8701,45.3409,45.1373,44.6632,44.8072,45.3699,43.5258,42.7142,42.9908,43.6512,44.7884,45.8624,46.5826,46.8842,48.5189,50.0199,49.9831,50.0945,50.5507,50.3683,49.7103,51.2206,51.123,50.6705,48.9537,49.2623,47.0388,46.176,46.4236,46.1179,46.1192,45.4554,45.2007,47.0753,44.5797,44.9193,46.0054,46.1005,46.917,47.0944,47.266,48.1069,48.7934,50.3426,50.9477,51.0908,51.9079,52.1665,51.3067,52.08,53.5969,52.3783,51.3485,52.392,54.4035,55.7254
50,50.8516,53.0013,51.3213,53.3332,54.8569,56.4759,55.9604,55.2181,55.256,53.8605,54.0102,54.4362,56.5915,56.2431,53.9738,53.6362,52.6174,53.9059,52.9706,53.1946,52.682,51.8293,51.6233,53.8182,53.785,53.6076,52.0708,51.8788,50.9634,50.9607,49.9618,49.0625,47.7433,46.9636,45.8811,45.9769,45.3047,45.7456,46.0266,46.1609,46.6718,46.9446,46.812,47.6811,47.5831,48.3921,46.5199,46.0667,46.1547,45.5558,46.6702,46.9494,47.7491,48.6111,48.2527,49.3545,50.62,50.5926,50.3641,50.6022,51.3283,51.6452,51.9434,52.3474,52.172,54.1041,53.016,53.2954,53.3069,53.5411,54.0828,56.2221,54.3461,54.1011,54.7537,52.6427,52.9406,52.4723,52.8347,51.7998,50.6538,48.9271,48.0933,46.4581,46.3894,47.7732,47.5521,47.4118,47.2085,49.3969,51.2385,51.5074,50.9226,51.3497,50.3979,50.2458,51.0342,50.0319,51.9301
50,49.5105,51.3171,52.1411,51.5707,51.3356,51.4826,51.198,50.2544,50.2551,50.0833,50.2926,48.3749,46.8178,45.4031,44.0655,44.3337,43.0901,42.3718,43.211,41.9314,40.7134,40.4265,40.7877,41.3629,42.8505,43.5162,43.9197,43.5169,44.3115,44.2835,44.5126,45.2861,46.8358,46.306,46.4754,45.0591,45.5805,45.489,45.1016,45.0785,44.9404,45.1758,44.171,44.232,44.5418,44.8058,45.7532,46.2306,46.7197,46.4847,47.3863,47.9162,48.626,49.552,50.3495,51.5882,50.2037,50.5458,51.5897,52.9993,53.5643,54.8145,55.8049,56.5964,56.1542,55.8086,56.4614,57.5245,59.9349,59.3241,61.2937,61.9,58.6746,60.1137,61.2445,63.673,64.3528,66.2072,66.7667,65.7098,64.1914,63.1978,61.6721,62.1601,63.659,62.8377,62.5115,63.2451,62.2234,65.49,64.875,63.9444,64.7546,63.5588,62.2703,60.9552,61.6412,60.7823,61.4864
50,49.1456,49.5738,50.3517,50.2635,51.2754,51.6714,49.6386,48.3789,48.6353,47.3248,46.7121,45.3013,44.8618,44.4808,45.9705,45.2059,43.8635,43.7797,45.106,45.0103,44.7081,44.7968,45.1166,46.2208,47.2541,46.7022,46.1721,45.2752,43.9538,43.9643,45.5394,45.911,45.3221,46.3072,45.7768,44.9906,43.439,44.2929,42.9469,43.9139,44.5165,44.8039,46.4064,47.6797,48.4831,48.7684,48.0256,47.0988,47.258,47.0676,48.6631,48.732,49.2163,49.1532,49.2971,49.9931,50.8577,50.6791,51.5157,51.2115,50.8122,50.9475,51.4934,52.8734,52.7792,53.3164,52.3385,53.1856,52.4017,52.7364,54.6163,53.1731,53.6086,52.4053,52.2869,50.8148,49.0102,48.208,50.2925,50.6272,52.1184,51.5083,52.503,53.8902,52.8369,52.611,52.5781,52.1818,51.368,50.9661,52.6112,51.5082,51.1759,52.0672,52.1011,52.0144,50.9745,51.3176,52.4626
